epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.9518269927724446,0.8621921204654271,0.6384608533000802,0.6711791948699679
2,0.7165376162384586,0.7354115566453094,0.7367061548053799,0.7392233701460634
3,0.6239743986080493,1.102812235640766,0.773403402511802,0.6451727823298896
4,0.5813314258505445,0.583144314398662,0.7852498441257683,0.7926612041325258
5,0.5248323671988944,0.5860080798835061,0.8105460051661174,0.7894549340933381
