epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.497381966600565,1.0620954218478147,0.4440188830497907,0.583897399358746
2,1.0552579156594528,0.9006359579514727,0.5871559633027523,0.6501603135019594
3,0.9482131957997194,0.8441723423111172,0.6328493809566225,0.6807980049875312
4,0.8478420630072171,0.808836655129221,0.6759597399127104,0.717491984324902
5,0.7709764540646734,0.6532474760063016,0.7228110804311035,0.7737798361239758
